,level_0,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,index,place_id,types
84,84,7.11e+17,en,2020-09-13 10:11:00,False,2020,"I'm at VOL.1 in Kuwait, Al Kuwayt w/ @a7mdd6_ ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1,['https://t.co/8Al0DaCxL1'],2.0,GhIJcQD9vn9XPUARqZ83Fan4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
86,86,7.11e+17,in,2018-01-01 16:20:00,False,2018,"I'm at Jabriya in Al-Jābiriyah, Al Asimah ",29.322144,48.02652,Hawalli,Jabriya,['https://t.co/aPltFh2xkt'],3.0,GhIJRpp4B3hSPUART1jiAWUDSEA,"['premise', 'establishment', 'food', 'point_of_interest', 'restaurant', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
88,88,3890699300.0,en,2018-06-19 08:52:00,False,2018,I'm at I'm at Starbucks in Adailiya ,29.328522,47.981308,Capital,Adeilia,"['https://t.co/jFXl7vMLhZ', 'https://t.co/NZ53quxOLu']",1.0,GhIJOwSOBBpUPUARzqYjgJv9R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
89,89,3890699300.0,in,2019-09-08 10:50:00,False,2019,.. (@ New Ahmadi Hsptl- Emergency in Al Ahmadi) ,29.098684,48.078297,Ahmadi,North Ahmadi,['https://t.co/e4bLjgLmzV'],1.0,GhIJcaPIWkMZPUAR_S_XogUKSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
90,90,2655392500.0,en,2017-12-26 07:09:00,False,2017,I'm at American University of the Middle East in Kuwait ,29.163862,48.099625,Ahmadi,Egaila,['https://t.co/J1dZsXiVx3'],2.0,GhIJoQ4r3PIpPUARl24Sg8AMSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
91,91,2655392500.0,en,2018-04-04 16:18:00,False,2018,I'm at American University of the Middle East in Kuwait w/ @mma6x_ ,29.163754,48.099285,Ahmadi,Egaila,['https://t.co/EFDsCTd9ew'],,,
92,92,2655392500.0,en,2018-01-24 19:31:00,False,2018,"I'm at LittlePurpleDoor in Kuwait City, Al Kuwayt ",29.373384,47.980698,Capital,Qibla,['https://t.co/SXRwyPd8TI'],,,
93,93,1031028160.0,ar,2020-01-16 21:19:00,False,2020,الوعد باجر ان شاء الله #مدينة_الكويت_لرياضة_المحركات #حلبة_الدراغ_ريس @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/BW7Qn563WQ'],,,
94,94,1031028160.0,ar,2018-04-20 15:48:00,True,2018,بعد نجاح اغنية#ديفونا في سنة 2011 ... ترقبوا الهبه الجديدة 2018 \U0001f61d\U0001f61c☝\U0001f3fc… ,29.166668,47.6,Jahra,Kabed,['https://t.co/3Ag7fyYeqk'],,,
95,95,391814200.0,tl,2018-11-24 21:03:00,True,2018,I'm at TRAPANI in Al Farwaniyah Governorate ,29.304482,47.941376,Farwaniya,Al-Rai,['https://t.co/vwNngVrSy0'],1.0,GhIJfzhIiPJNPUARoZ4-An_4R0A,"['establishment', 'health', 'hospital', 'point_of_interest', 'plus_code', 'street_address', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
96,96,8.28e+17,en,2019-04-19 22:14:00,True,2019,"I'm at Al-@AmiriHospital in Kuwait City, Al Asimah w/ @hr7lx ",29.302828,47.9329,Farwaniya,Al-Rai,['https://t.co/KzTRdJXfns'],,,
97,97,8.28e+17,en,2018-12-21 20:39:00,True,2018,I'm at Dose caf\xe9 ,29.215492,48.10341,Mubarak Al-Kabeer,Fineitees,"['https://t.co/sBd9hEg0IV', 'https://t.co/WeeNG1fV2s']",1.0,GhIJtYzUeyo3PUARKAr0iTwNSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
101,101,8.28e+17,un,2018-01-13 12:33:00,True,2018,"I'm at مبنى (9) in Kuwait, Al Asimah ",29.341875,47.91391,Capital,Shuwaikh Education,['https://t.co/i0PMrYboMb'],2.0,GhIJ61G4HoVXPUARYr68APv0R0A,"['establishment', 'library', 'point_of_interest', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'country', 'political']"
102,102,8.28e+17,en,2018-02-09 16:58:00,True,2018,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla,['https://t.co/j42FXHhKzY'],,,
103,103,8.28e+17,en,2018-12-09 09:28:00,False,2018,I'm at Adan Hospital ,29.135939,48.096687,Ahmadi,Hadiya,['https://t.co/8cbBvxU8WW'],2.0,GhIJPUD35cwiPUARY3lXPWAMSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
104,104,8.28e+17,en,2018-11-22 14:23:00,False,2018,I'm at ALMounayea \U0001f44b\U0001f3fd RECIDENCE\U0001f3e1 ,29.314249,48.015892,Capital,Surra,['https://t.co/6GHwAKkWMs'],5.0,GhIJ_MxZn3JQPUARTyLCvwgCSEA,"['establishment', 'general_contractor', 'point_of_interest', 'street_address', 'premise', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
105,105,8.28e+17,un,2018-08-24 18:56:00,True,2018,"I'm at سوق شرق in Kuwait City, Al Asimah ",29.38956,47.981396,Capital,Al Wagha Al Bahrya,['https://t.co/fPTLlmugIF'],2.0,GhIJa9RDNLpjPUARbTZWYp79R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'country', 'political']"
106,106,8.28e+17,tl,2019-04-09 17:06:00,False,2019,"I'm at Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt ",29.270794,48.045364,Hawalli,Mubarak Al-Abdullah Al-Gaber,"['https://t.co/iJC5bpaZ8r', 'https://t.co/6JLKKgjrqy']",,,
108,108,1311900900.0,ca,2018-09-28 17:32:00,True,2018,"I'm at الروضة in Ar-Rawḍah, Al Asimah ",29.329239,47.99927,Capital,Rawda,['https://t.co/a94zJWgaf0'],2.0,GhIJWJHRAUlUPUAR3O9QFOj_R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
109,109,1311900900.0,un,2018-05-02 09:03:00,False,2018,I'm at صبحان ,29.201479,48.050514,Mubarak Al-Kabeer,South Wosta,['https://t.co/HZdmBTYyWQ'],2.0,GhIJrtSzIJQzPUARvf4kPncGSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
110,110,7.88e+17,en,2019-07-05 22:13:00,True,2019,"I'm at DOH! in Kuwait City, Al Kuwayt ",29.373695,47.970047,Capital,Qibla,['https://t.co/qbHG1JngmF'],2.0,GhIJwK27eapfPUARnUoGgCr8R0A,"['establishment', 'point_of_interest', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
111,111,7.88e+17,ar,2020-02-15 11:12:00,True,2020,I'm at جامعة الكويت ( كلية العلوم ) in Kuwait ,29.321718,47.971912,Capital,Khalidiya,['https://t.co/CAuYQ0KuFD'],,,
113,113,7.88e+17,in,2018-02-07 21:01:00,False,2018,"I'm at Shuwaikh in Al-Asimah, Al Asimah w/ @sm_762 ",29.324749,47.943176,Capital,Shuwaikh Industrial - 2,['https://t.co/0oNXUL1uk0'],,,
114,114,7.88e+17,un,2019-03-30 22:18:00,True,2019,🌊♥️ (@ Khairan 278 | الخيـرآن) ,29.197897,48.098866,Mubarak Al-Kabeer,Abu Ftaira,['https://t.co/5d3CEGSJD6'],,,
115,115,7.88e+17,tl,2019-09-18 19:42:00,False,2019,".@danaalmk (@ Pick Yo in Al Kuwayt, Al Farwaniyah) ",29.273275,47.93652,Farwaniya,Ishbeelia,['https://t.co/td3urlzRAc'],,,
116,116,7.88e+17,ca,2019-08-11 09:02:00,False,2019,"خشوا عيالكم ، انا جييت 😂👋🏻 (@ Kuwait International Airport in Al Farwānīyah, Al Farwaniyah) ",29.240557,47.97108,Farwaniya,Airport,['https://t.co/TxbXL763PK'],2.0,GhIJ6tK_JJU9PUARXOZ0WUz8R0A,"['airport', 'establishment', 'point_of_interest', 'bus_station', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
118,118,7.88e+17,un,2018-02-17 13:06:00,True,2018,"\U0001f31a . (@ الأڤنيوز in Kuwait City, Al Farwaniyah Governorate) ",29.302359,47.932217,Farwaniya,Al-Rai,['https://t.co/JzqhSbbkxc'],,,
119,119,7.88e+17,en,2018-10-06 00:15:00,True,2018,I'm at Salwa in Kuwait w/ @aishallsubaie ,29.376583,47.96922,Capital,Qibla,['https://t.co/fGoN0TK7Qj'],1.0,GhIJxDpVvmdgPUARh1ClZg_8R0A,"['establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'country', 'political']"
120,120,7.53e+17,en,2018-08-31 19:14:00,True,2018,"I'm at Grand Avenue Phase 4 in Al Kuwayt, Al Farwaniyah Governorate ",29.30332,47.941692,Farwaniya,Al-Rai,['https://t.co/80XAHL0926'],2.0,GhIJBDkoYaZNPUAR0XMLXYn4R0A,"['book_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
121,121,7.53e+17,en,2019-03-24 15:08:00,False,2019,I'm at Kuwait City in Kuwait ,29.098104,48.07924,Ahmadi,North Ahmadi,['https://t.co/Nl7qQAexG7'],1.0,GhIJVpv_Vx0ZPUARfERMiSQKSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
122,122,7.53e+17,en,2018-04-23 14:06:00,False,2018,I'm at Swing coffee house ,29.138048,48.125595,Ahmadi,Mahboula,['https://t.co/I3aUFbtKCR'],2.0,GhIJOEcdHVcjPUARQ8U4fxMQSEA,"['premise', 'establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
123,123,7.53e+17,en,2018-12-01 00:44:00,True,2018,I'm at Jaber Alahmad City in Kuwait City ,29.33486,47.771427,Capital,Jaber Al-Ahmad,['https://t.co/9jZlL3FgrU'],0.0,GhIJEr2MYrlVPUARLiC0Hr7iR0A,"['plus_code', 'establishment', 'point_of_interest', 'premise', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
124,124,7.53e+17,ca,2018-05-23 02:06:00,False,2018,العودة مرة اخرى \U0001f61e\U0001f494 (@ Al Rashid Hospital in Kuwait) ,29.328415,48.0557,Hawalli,Salmiya,['https://t.co/YT5RER2VAR'],,,
125,125,7.53e+17,en,2018-08-11 12:10:00,True,2018,I'm at Jalboot Village in Al Ahmadi ,28.680159,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya,['https://t.co/KRi8GbIG22'],1.0,GhIJgBR15h6uPEARHaz_c5gvSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'locality', 'political', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
126,126,7.53e+17,ca,2018-03-29 21:38:00,False,2018,"I'm at مروج in Sabhan, Kuwait City, Mubarak Al-kabeer ",29.261354,48.02192,Mubarak Al-Kabeer,Wosta,['https://t.co/rw0p6CGLmi'],,,
127,127,7.53e+17,ar,2019-05-06 04:58:00,False,2019,اللهم اجعلنا ممن يصومه و يقومه إيماناً و إحتسابا ...اللهم سلمنا لرمضان وسلمه لنا وتسلمه منا متقبلا ...كل سنه وانت… ,29.338966,48.068287,Hawalli,Salmiya,['https://t.co/ZHmyd1U8kV'],2.0,GhIJuXTMecZWPUAR-N7foL0ISEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
129,129,7.53e+17,un,2018-01-09 19:59:00,False,2018,I'm at اشارة الضاحيه و الديره in Al Asimah ,29.357946,47.974667,Capital,Abdullah Al-Salem,['https://t.co/kk2PnIxXdb'],1.0,GhIJ6btbWaJbPUARxr5k48H8R0A,"['establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
132,132,2900379100.0,ar,2018-08-10 01:10:00,True,2018,I'm at دوانية السويدي ,29.11141,48.129868,Ahmadi,Mangaf,['https://t.co/7TaQZv5xFa'],,,
134,134,8.27e+17,ar,2020-02-06 13:10:00,False,2020,I'm at ولكمم مليينااا ,29.276716,47.920303,Farwaniya,Ardhiya - 6,['https://t.co/R0xW0ntS3y'],1.0,GhIJq0ca3NZGPUARkbQbfcz1R0A,"['establishment', 'point_of_interest', 'school', 'plus_code', 'premise', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
137,137,8.27e+17,en,2018-05-18 22:11:00,True,2018,"I'm at Flora Glam in Jabriya, Hawalli ",29.327583,48.025806,Hawalli,Hawalli,['https://t.co/wtj9Va1ciN'],3.0,GhIJvrm_etxTPUARMQVrnE0DSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'route', 'plus_code', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
138,138,8.27e+17,en,2018-02-14 18:56:00,False,2018,I'm at VOL.1 in Kuwait City ,29.374065,47.97961,Capital,Qibla,['https://t.co/TdE75S63Hi'],5.0,GhIJB5RNucJfPUAR02pI3GP9R0A,"['street_address', 'establishment', 'point_of_interest', 'premise', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
140,140,2990097700.0,en,2018-02-14 22:29:00,False,2018,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla,['https://t.co/F4ReqgqxH9'],,,
141,141,7.35e+17,in,2018-09-22 02:19:00,True,2018,"I'm at Sabah Al-Salem Area in Sabah Al-Salem, Al Asimah ",29.256926,48.06062,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/dB7HA0DtuY'],3.0,GhIJ-n3_5sVBPUAR5L1qZcIHSEA,"['premise', 'beauty_salon', 'establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
143,143,7.35e+17,in,2018-05-14 12:00:00,False,2018,I'm at Abu AlHassaniyah Seas in Kuwait w/ @895x__ ,29.192106,48.115192,Mubarak Al-Kabeer,Abu Ftaira,['https://t.co/Pf1oiDmGZf'],1.0,GhIJiV3b2y0xPUARY2GInL4OSEA,"['establishment', 'place_of_worship', 'point_of_interest', 'plus_code', 'premise', 'route', 'political', 'sublocality', 'sublocality_level_1', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
144,144,7.35e+17,ca,2018-04-03 09:46:00,False,2018,"I'm at كلية الآداب - @k_university in Kaifan, Al Asimah ",29.340122,47.951168,Capital,Keefan,['https://t.co/4uLQP4QgLH'],2.0,GhIJbqZCPBJXPUAROIB-37_5R0A,"['establishment', 'point_of_interest', 'school', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
146,146,7.35e+17,en,2018-02-10 18:53:00,True,2018,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/fTKUxrgj67'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
149,149,7.35e+17,en,2020-02-17 16:06:00,False,2020,"I'm at College of Technological Studies in Kuwait city, Al Asimah ",29.334824,47.921654,Capital,Shuwaikh Education,['https://t.co/NijchHmaXO'],2.0,GhIJeOqRBrdVPUARIR0ewvj1R0A,"['premise', 'establishment', 'library', 'point_of_interest', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
150,150,7.98e+17,un,2018-08-21 17:23:00,False,2018,\U0001f44b\U0001f3fb✈️,29.241335,47.97082,Farwaniya,Airport,[],0.0,GhIJUmFsIcg9PUARvyZr1EP8R0A,"['plus_code', 'route', 'airport', 'establishment', 'point_of_interest', 'administrative_area_level_1', 'political', 'country', 'political']"
151,151,7.98e+17,en,2018-11-16 19:53:00,True,2018,I'm at Cozmo Jalboot Village in Al Ahmadi ,28.680155,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya,['https://t.co/1XOd25Q7WY'],1.0,GhIJ_DVZox6uPEARHaz_c5gvSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'locality', 'political', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
152,152,7.98e+17,un,2020-01-26 11:32:00,False,2020,"I'm at جامعة الكويت كلية الحقوق in Kuwait City, Al Asimah ",29.342577,47.915447,Capital,Shuwaikh Education,['https://t.co/oEFhn0d7TE'],1.0,GhIJnlxTILNXPUARVBwHXi31R0A,"['establishment', 'point_of_interest', 'university', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
153,153,7.98e+17,ar,2019-06-15 18:29:00,True,2019,"I'm at ⭐️ ديـوان بو مهـنا ⭐️ in الكويت, مبارك الكبير ",29.352139,47.956333,Capital,Shuwaikh,['https://t.co/xEEKDi7YQK'],2.0,GhIJaaUQyCVaPUAR9IqnHmn6R0A,"['premise', 'route', 'plus_code', 'establishment', 'point_of_interest', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
154,154,7.98e+17,in,2019-12-21 00:30:00,True,2019,"I'm at Jabriya in Al-Jābiriyah, Al Asimah ",29.319809,48.032536,Hawalli,Jabriya,['https://t.co/VjLJ2eDxX4'],5.0,GhIJaferAN9RPUARqfi_IyoESEA,"['premise', 'establishment', 'point_of_interest', 'street_address', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
156,156,7.98e+17,tl,2019-12-05 21:01:00,False,2019,"I'm at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @zaidsta ",29.260881,48.0221,Mubarak Al-Kabeer,Wosta,['https://t.co/nWyVvFddxC'],1.0,GhIJ1CXjGMlCPUAR7Z48LNQCSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
157,157,2997448000.0,en,2018-07-03 12:07:00,False,2018,I'm at The Grove Restaurant &amp; Caf\xe9 in Kuwait City w/ @albahar82 @hebakhaledi45 @sixttysix_ ,29.377283,47.975586,Capital,Qibla,['https://t.co/rCY49y35Ka'],1.0,GhIJNlZinpVgPUARvTeGAOD8R0A,"['establishment', 'point_of_interest', 'real_estate_agency', 'plus_code', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
